,date,Name,WaterVol,Useable_WaterVol,Input_WaterVol,Output_WaterVol,location
83144,2014-11-29,เขื่อนกิ่วลม,56,52.00,0.6,0.12,North
83146,2014-11-29,เขื่อนกิ่วคอหมา,127,121.00,0.2,0.10,North
83147,2014-11-29,เขื่อนแควน้อย,776,733.00,0.7,2.59,North
83188,2014-11-30,เขื่อนภูมิพล,"6,253","2,453.00",5.81,4.00,North
83189,2014-11-30,เขื่อนสิริกิติ์,"5,992","3,142.00",5.87,3.10,North
83191,2014-11-30,เขื่อนกิ่วลม,56,52.00,0.33,0.12,North
83193,2014-11-30,เขื่อนกิ่วคอหมา,127,121.00,0.3,0.10,North
83194,2014-11-30,เขื่อนแควน้อย,773,730.00,0.3,2.59,North
83235,2014-12-01,เขื่อนภูมิพล,"6,253","2,453.00",4.39,4.00,North
83236,2014-12-01,เขื่อนสิริกิติ์,"5,992","3,142.00",3.72,3.02,North
83238,2014-12-01,เขื่อนกิ่วลม,57,53.00,0.37,0.12,North
83240,2014-12-01,เขื่อนกิ่วคอหมา,127,121.00,0.2,0.10,North
83241,2014-12-01,เขื่อนแควน้อย,771,728.00,0.7,2.59,North
83282,2014-12-02,เขื่อนภูมิพล,"6,253","2,453.00",5.35,5.00,North
83283,2014-12-02,เขื่อนสิริกิติ์,"5,992","3,142.00",5.72,5.06,North
83285,2014-12-02,เขื่อนกิ่วลม,57,53.00,0.39,0.12,North
83287,2014-12-02,เขื่อนกิ่วคอหมา,127,121.00,0.1,0.10,North
83288,2014-12-02,เขื่อนแควน้อย,769,726.00,0.0,2.59,North
83329,2014-12-03,เขื่อนภูมิพล,"6,251","2,451.00",3.95,5.00,North
83330,2014-12-03,เขื่อนสิริกิติ์,"5,990","3,140.00",3.62,5.02,North
83332,2014-12-03,เขื่อนกิ่วลม,57,53.00,0.48,0.12,North
83334,2014-12-03,เขื่อนกิ่วคอหมา,127,121.00,0.0,0.34,North
83335,2014-12-03,เขื่อนแควน้อย,766,723.00,0.29,2.59,North
83376,2014-12-04,เขื่อนภูมิพล,"6,251","2,451.00",5.38,5.00,North
83377,2014-12-04,เขื่อนสิริกิติ์,"5,990","3,140.00",5.65,4.98,North
83379,2014-12-04,เขื่อนกิ่วลม,58,54.00,0.81,0.12,North
83381,2014-12-04,เขื่อนกิ่วคอหมา,126,120.00,0.0,0.90,North
83382,2014-12-04,เขื่อนแควน้อย,764,721.00,0.69,2.59,North
83423,2014-12-05,เขื่อนภูมิพล,"6,249","2,449.00",4.92,6.00,North
83424,2014-12-05,เขื่อนสิริกิติ์,"5,988","3,138.00",4.62,6.03,North
83426,2014-12-05,เขื่อนกิ่วลม,61,57.00,1.84,0.12,North
83428,2014-12-05,เขื่อนกิ่วคอหมา,123,117.00,0.38,1.79,North
83429,2014-12-05,เขื่อนแควน้อย,760,717.00,0.3,2.59,North
83470,2014-12-06,เขื่อนภูมิพล,"6,249","2,449.00",4.92,6.00,North
83471,2014-12-06,เขื่อนสิริกิติ์,"5,988","3,138.00",4.62,6.03,North
83473,2014-12-06,เขื่อนกิ่วลม,61,57.00,1.84,0.12,North
83475,2014-12-06,เขื่อนกิ่วคอหมา,123,117.00,0.38,1.79,North
83476,2014-12-06,เขื่อนแควน้อย,760,717.00,0.3,2.59,North
83517,2014-12-07,เขื่อนภูมิพล,"6,243","2,443.00",0.82,6.00,North
83518,2014-12-07,เขื่อนสิริกิติ์,"5,988","3,138.00",6.66,5.99,North
83520,2014-12-07,เขื่อนกิ่วลม,62,58.00,0.99,0.12,North
83522,2014-12-07,เขื่อนกิ่วคอหมา,121,115.00,0.22,2.23,North
83523,2014-12-07,เขื่อนแควน้อย,758,715.00,0.7,2.59,North
83564,2014-12-08,เขื่อนภูมิพล,"6,242","2,442.00",5.02,6.00,North
83565,2014-12-08,เขื่อนสิริกิติ์,"5,986","3,136.00",4.55,5.96,North
83567,2014-12-08,เขื่อนกิ่วลม,64,60.00,2.96,0.12,North
83569,2014-12-08,เขื่อนกิ่วคอหมา,120,114.00,0.47,2.00,North
83570,2014-12-08,เขื่อนแควน้อย,755,712.00,0.3,2.59,North
83611,2014-12-09,เขื่อนภูมิพล,"6,240","2,440.00",5.06,6.00,North
83612,2014-12-09,เขื่อนสิริกิติ์,"5,984","3,134.00",4.56,5.97,North
83614,2014-12-09,เขื่อนกิ่วลม,66,62.00,2.05,0.12,North
83616,2014-12-09,เขื่อนกิ่วคอหมา,118,112.00,0.11,1.88,North
83617,2014-12-09,เขื่อนแควน้อย,753,710.00,0.3,2.59,North
83658,2014-12-10,เขื่อนภูมิพล,"6,237","2,437.00",3.61,6.00,North
83659,2014-12-10,เขื่อนสิริกิติ์,"5,982","3,132.00",4.54,5.95,North
83661,2014-12-10,เขื่อนกิ่วลม,68,64.00,2.07,0.18,North
83663,2014-12-10,เขื่อนกิ่วคอหมา,116,110.00,0.0,1.87,North
83664,2014-12-10,เขื่อนแควน้อย,751,708.00,0.7,2.59,North
83705,2014-12-11,เขื่อนภูมิพล,"6,233","2,433.00",2.15,6.00,North
83706,2014-12-11,เขื่อนสิริกิติ์,"5,979","3,129.00",4.6,6.01,North
83708,2014-12-11,เขื่อนกิ่วลม,70,66.00,1.96,0.12,North
83710,2014-12-11,เขื่อนกิ่วคอหมา,115,109.00,0.47,1.86,North
83711,2014-12-11,เขื่อนแควน้อย,748,705.00,0.0,2.59,North
83752,2014-12-12,เขื่อนภูมิพล,"6,230","2,430.00",3.62,6.00,North
83753,2014-12-12,เขื่อนสิริกิติ์,"5,977","3,127.00",4.54,5.95,North
83755,2014-12-12,เขื่อนกิ่วลม,72,68.00,1.8,0.12,North
83757,2014-12-12,เขื่อนกิ่วคอหมา,114,108.00,0.23,0.69,North
83758,2014-12-12,เขื่อนแควน้อย,746,703.00,0.29,2.59,North
83799,2014-12-13,เขื่อนภูมิพล,"6,226","2,426.00",2.2,6.00,North
83800,2014-12-13,เขื่อนสิริกิติ์,"5,975","3,125.00",4.6,6.01,North
83802,2014-12-13,เขื่อนกิ่วลม,73,69.00,0.9,0.12,North
83804,2014-12-13,เขื่อนกิ่วคอหมา,113,107.00,0.0,0.94,North
83805,2014-12-13,เขื่อนแควน้อย,744,701.00,0.69,2.59,North
83846,2014-12-14,เขื่อนภูมิพล,"6,223","2,423.00",3.6,6.00,North
83847,2014-12-14,เขื่อนสิริกิติ์,"5,971","3,121.00",2.5,5.98,North
83849,2014-12-14,เขื่อนกิ่วลม,74,70.00,1.32,0.12,North
83851,2014-12-14,เขื่อนกิ่วคอหมา,112,106.00,0.0,1.38,North
83852,2014-12-14,เขื่อนแควน้อย,740,697.00,0.0,2.93,North
83893,2014-12-15,เขื่อนภูมิพล,"6,221","2,421.00",3.65,6.00,North
83894,2014-12-15,เขื่อนสิริกิติ์,"5,967","3,117.00",2.51,5.99,North
83896,2014-12-15,เขื่อนกิ่วลม,75,71.00,1.38,0.12,North
83898,2014-12-15,เขื่อนกิ่วคอหมา,110,104.00,0.13,1.38,North
83899,2014-12-15,เขื่อนแควน้อย,737,694.00,0.32,3.02,North
83940,2014-12-16,เขื่อนภูมิพล,"6,217","2,417.00",2.26,6.00,North
83941,2014-12-16,เขื่อนสิริกิติ์,"5,965","3,115.00",4.58,5.98,North
83943,2014-12-16,เขื่อนกิ่วลม,77,73.00,1.68,0.12,North
83945,2014-12-16,เขื่อนกิ่วคอหมา,109,103.00,0.56,1.44,North
83946,2014-12-16,เขื่อนแควน้อย,734,691.00,0.0,3.02,North
83987,2014-12-17,เขื่อนภูมิพล,"6,214","2,414.00",3.6,6.00,North
83988,2014-12-17,เขื่อนสิริกิติ์,"5,965","3,115.00",6.54,5.87,North
83990,2014-12-17,เขื่อนกิ่วลม,78,74.00,1.78,0.12,North
83992,2014-12-17,เขื่อนกิ่วคอหมา,108,102.00,0.35,1.50,North
83993,2014-12-17,เขื่อนแควน้อย,731,688.00,0.32,3.02,North
84034,2014-12-18,เขื่อนภูมิพล,"6,210","2,410.00",2.2,6.00,North
84035,2014-12-18,เขื่อนสิริกิติ์,"5,959","3,109.00",0.46,6.00,North
84037,2014-12-18,เขื่อนกิ่วลม,79,75.00,1.36,0.12,North
84039,2014-12-18,เขื่อนกิ่วคอหมา,107,101.00,0.43,1.49,North
84040,2014-12-18,เขื่อนแควน้อย,728,685.00,0.0,3.02,North
84081,2014-12-19,เขื่อนภูมิพล,"6,205","2,405.00",2.36,6.00,North
84082,2014-12-19,เขื่อนสิริกิติ์,"5,955","3,105.00",2.42,5.89,North
84084,2014-12-19,เขื่อนกิ่วลม,81,77.00,1.84,0.12,North
84086,2014-12-19,เขื่อนกิ่วคอหมา,105,99.00,0.0,1.49,North
84087,2014-12-19,เขื่อนแควน้อย,725,682.00,0.0,3.02,North
84128,2014-12-20,เขื่อนภูมิพล,"6,201","2,401.00",3.78,7.50,North
84129,2014-12-20,เขื่อนสิริกิติ์,"5,950","3,100.00",2.53,6.00,North
84131,2014-12-20,เขื่อนกิ่วลม,82,78.00,1.56,0.12,North
84133,2014-12-20,เขื่อนกิ่วคอหมา,104,98.00,0.0,1.46,North
84134,2014-12-20,เขื่อนแควน้อย,722,679.00,0.49,3.02,North
84175,2014-12-21,เขื่อนภูมิพล,"6,197","2,397.00",3.28,7.50,North
84176,2014-12-21,เขื่อนสิริกิติ์,"5,948","3,098.00",4.61,6.02,North
84178,2014-12-21,เขื่อนกิ่วลม,84,80.00,1.7,0.12,North
84180,2014-12-21,เขื่อนกิ่วคอหมา,103,97.00,0.66,1.46,North
84181,2014-12-21,เขื่อนแควน้อย,719,676.00,0.12,3.02,North
84222,2014-12-22,เขื่อนภูมิพล,"6,192","2,392.00",3.01,7.50,North
84223,2014-12-22,เขื่อนสิริกิติ์,"5,946","3,096.00",4.59,6.00,North
84225,2014-12-22,เขื่อนกิ่วลม,84,80.00,0.52,0.31,North
84227,2014-12-22,เขื่อนกิ่วคอหมา,102,96.00,0.0,0.57,North
84228,2014-12-22,เขื่อนแควน้อย,716,673.00,0.12,3.02,North
84269,2014-12-23,เขื่อนภูมิพล,"6,184","2,384.00",0.0,7.50,North
84270,2014-12-23,เขื่อนสิริกิติ์,"5,940","3,090.00",1.45,6.99,North
84272,2014-12-23,เขื่อนกิ่วลม,85,81.00,1.18,0.63,North
84274,2014-12-23,เขื่อนกิ่วคอหมา,102,96.00,0.12,0.58,North
84275,2014-12-23,เขื่อนแควน้อย,713,670.00,0.12,3.02,North
84316,2014-12-24,เขื่อนภูมิพล,"6,177","2,377.00",1.25,7.50,North
84317,2014-12-24,เขื่อนสิริกิติ์,"5,934","3,084.00",1.43,6.96,North
84319,2014-12-24,เขื่อนกิ่วลม,85,81.00,1.22,0.68,North
84321,2014-12-24,เขื่อนกิ่วคอหมา,102,96.00,0.02,0.40,North
84322,2014-12-24,เขื่อนแควน้อย,710,667.00,0.11,3.02,North
84363,2014-12-25,เขื่อนภูมิพล,"6,169","2,369.00",0.0,7.50,North
84364,2014-12-25,เขื่อนสิริกิติ์,"5,930","3,080.00",3.53,7.00,North
84366,2014-12-25,เขื่อนกิ่วลม,85,81.00,0.86,1.14,North
84368,2014-12-25,เขื่อนกิ่วคอหมา,101,95.00,0.0,0.39,North
84369,2014-12-25,เขื่อนแควน้อย,707,664.00,0.12,3.02,North
84410,2014-12-26,เขื่อนภูมิพล,"6,164","2,364.00",3.03,7.50,North
84411,2014-12-26,เขื่อนสิริกิติ์,"5,928","3,078.00",6.35,7.75,North
84413,2014-12-26,เขื่อนกิ่วลม,84,80.00,0.83,1.68,North
84415,2014-12-26,เขื่อนกิ่วคอหมา,101,95.00,0.04,0.34,North
84416,2014-12-26,เขื่อนแควน้อย,703,660.00,0.0,4.32,North
84457,2014-12-27,เขื่อนภูมิพล,"6,160","2,360.00",2.55,7.00,North
84458,2014-12-27,เขื่อนสิริกิติ์,"5,924","3,074.00",4.47,7.93,North
84460,2014-12-27,เขื่อนกิ่วลม,83,79.00,0.53,1.63,North
84462,2014-12-27,เขื่อนกิ่วคอหมา,101,95.00,0.0,0.29,North
84463,2014-12-27,เขื่อนแควน้อย,698,655.00,0.0,4.32,North
84504,2014-12-28,เขื่อนภูมิพล,"6,155","2,355.00",2.67,7.00,North
84505,2014-12-28,เขื่อนสิริกิติ์,"5,919","3,069.00",4.41,7.87,North
84507,2014-12-28,เขื่อนกิ่วลม,82,78.00,0.78,1.67,North
84509,2014-12-28,เขื่อนกิ่วคอหมา,100,94.00,0.0,0.29,North
84510,2014-12-28,เขื่อนแควน้อย,693,650.00,0.0,4.32,North
84551,2014-12-29,เขื่อนภูมิพล,"6,150","2,350.00",2.56,7.00,North
84552,2014-12-29,เขื่อนสิริกิติ์,"5,915","3,065.00",4.53,8.00,North
84554,2014-12-29,เขื่อนกิ่วลม,81,77.00,0.8,1.67,North
84556,2014-12-29,เขื่อนกิ่วคอหมา,100,94.00,0.0,0.29,North
84557,2014-12-29,เขื่อนแควน้อย,688,645.00,0.0,4.32,North
84598,2014-12-30,เขื่อนภูมิพล,"6,142","2,342.00",0.0,7.00,North
84599,2014-12-30,เขื่อนสิริกิติ์,"5,909","3,059.00",2.42,7.94,North
84601,2014-12-30,เขื่อนกิ่วลม,80,76.00,0.73,1.82,North
84603,2014-12-30,เขื่อนกิ่วคอหมา,100,94.00,0.0,0.29,North
84604,2014-12-30,เขื่อนแควน้อย,685,642.00,0.0,3.29,North
84645,2014-12-31,เขื่อนภูมิพล,"6,134","2,334.00",0.0,7.00,North
84646,2014-12-31,เขื่อนสิริกิติ์,"5,903","3,053.00",2.47,7.99,North
84648,2014-12-31,เขื่อนกิ่วลม,79,75.00,0.55,1.85,North
84650,2014-12-31,เขื่อนกิ่วคอหมา,99,93.00,0.0,0.36,North
84651,2014-12-31,เขื่อนแควน้อย,682,639.00,0.12,3.02,North
84692,2015-01-01,เขื่อนภูมิพล,"6,129","2,329.00",2.56,7.00,North
84693,2015-01-01,เขื่อนสิริกิติ์,"5,899","3,049.00",4.54,8.00,North
84695,2015-01-01,เขื่อนกิ่วลม,79,75.00,0.55,1.85,North
84697,2015-01-01,เขื่อนกิ่วคอหมา,99,93.00,0.0,0.36,North
84698,2015-01-01,เขื่อนแควน้อย,678,635.00,0.0,3.02,North
84739,2015-01-02,เขื่อนภูมิพล,"6,123","2,323.00",1.24,7.00,North
84740,2015-01-02,เขื่อนสิริกิติ์,"5,893","3,043.00",2.55,7.99,North
84742,2015-01-02,เขื่อนกิ่วลม,78,74.00,0.84,1.11,North
84744,2015-01-02,เขื่อนกิ่วคอหมา,98,92.00,0.0,0.41,North
84745,2015-01-02,เขื่อนแควน้อย,675,632.00,0.11,3.02,North
84786,2015-01-03,เขื่อนภูมิพล,"6,116","2,316.00",1.25,7.00,North
84787,2015-01-03,เขื่อนสิริกิติ์,"5,887","3,037.00",2.55,7.99,North
84789,2015-01-03,เขื่อนกิ่วลม,77,73.00,0.18,1.11,North
84791,2015-01-03,เขื่อนกิ่วคอหมา,98,92.00,0.23,0.38,North
84792,2015-01-03,เขื่อนแควน้อย,672,629.00,0.0,3.02,North
84833,2015-01-04,เขื่อนภูมิพล,"6,110","2,310.00",1.19,7.00,North
84834,2015-01-04,เขื่อนสิริกิติ์,"5,880","3,030.00",2.46,7.90,North
84836,2015-01-04,เขื่อนกิ่วลม,77,73.00,1.11,1.11,North
84838,2015-01-04,เขื่อนกิ่วคอหมา,98,92.00,0.15,0.38,North
84839,2015-01-04,เขื่อนแควน้อย,668,625.00,0.0,3.02,North
84880,2015-01-05,เขื่อนภูมิพล,"6,102","2,302.00",0.0,7.00,North
84881,2015-01-05,เขื่อนสิริกิติ์,"5,876","3,026.00",4.64,8.03,North
84883,2015-01-05,เขื่อนกิ่วลม,76,72.00,0.22,1.11,North
84885,2015-01-05,เขื่อนกิ่วคอหมา,97,91.00,0.08,0.38,North
84886,2015-01-05,เขื่อนแควน้อย,664,621.00,0.0,3.02,North
84927,2015-01-06,เขื่อนภูมิพล,"6,095","2,295.00",1.15,7.00,North
84928,2015-01-06,เขื่อนสิริกิติ์,"5,872","3,022.00",4.59,7.97,North
84930,2015-01-06,เขื่อนกิ่วลม,75,71.00,0.24,1.10,North
84932,2015-01-06,เขื่อนกิ่วคอหมา,97,91.00,0.08,0.38,North
84933,2015-01-06,เขื่อนแควน้อย,661,618.00,0.11,3.02,North
84974,2015-01-07,เขื่อนภูมิพล,"6,087","2,287.00",0.0,7.00,North
84975,2015-01-07,เขื่อนสิริกิติ์,"5,868","3,018.00",4.62,8.00,North
84977,2015-01-07,เขื่อนกิ่วลม,75,71.00,0.29,1.10,North
84979,2015-01-07,เขื่อนกิ่วคอหมา,97,91.00,0.26,0.41,North
84980,2015-01-07,เขื่อนแควน้อย,658,615.00,0.11,3.02,North
85021,2015-01-08,เขื่อนภูมิพล,"6,082","2,282.00",2.75,7.00,North
85022,2015-01-08,เขื่อนสิริกิติ์,"5,864","3,014.00",4.62,8.00,North
85024,2015-01-08,เขื่อนกิ่วลม,74,70.00,0.68,1.42,North
85026,2015-01-08,เขื่อนกิ่วคอหมา,96,90.00,0.03,0.41,North
85027,2015-01-08,เขื่อนแควน้อย,655,612.00,0.0,3.02,North
85068,2015-01-09,เขื่อนภูมิพล,"6,074","2,274.00",0.0,7.00,North
85069,2015-01-09,เขื่อนสิริกิติ์,"5,858","3,008.00",2.59,8.02,North
85071,2015-01-09,เขื่อนกิ่วลม,73,69.00,0.64,1.69,North
85073,2015-01-09,เขื่อนกิ่วคอหมา,96,90.00,0.0,0.40,North
85074,2015-01-09,เขื่อนแควน้อย,650,607.00,0.0,3.02,North
85115,2015-01-10,เขื่อนภูมิพล,"6,076","2,276.00",9.29,7.00,North
85116,2015-01-10,เขื่อนสิริกิติ์,"5,852","3,002.00",3.63,9.06,North
85118,2015-01-10,เขื่อนกิ่วลม,74,70.00,2.0,0.95,North
85120,2015-01-10,เขื่อนกิ่วคอหมา,96,90.00,0.04,0.34,North
85121,2015-01-10,เขื่อนแควน้อย,645,602.00,0.0,3.60,North
85162,2015-01-11,เขื่อนภูมิพล,"6,082","2,282.00",14.12,7.00,North
85163,2015-01-11,เขื่อนสิริกิติ์,"5,852","3,002.00",9.79,9.07,North
85165,2015-01-11,เขื่อนกิ่วลม,76,72.00,3.0,0.73,North
85167,2015-01-11,เขื่อนกิ่วคอหมา,95,89.00,0.0,0.28,North
85168,2015-01-11,เขื่อนแควน้อย,640,597.00,0.0,3.89,North
85209,2015-01-12,เขื่อนภูมิพล,"6,082","2,282.00",7.66,7.00,North
85210,2015-01-12,เขื่อนสิริกิติ์,"5,850","3,000.00",7.67,9.00,North
85212,2015-01-12,เขื่อนกิ่วลม,77,73.00,1.48,0.73,North
85214,2015-01-12,เขื่อนกิ่วคอหมา,97,91.00,1.5,0.28,North
85215,2015-01-12,เขื่อนแควน้อย,636,593.00,0.43,3.89,North
85256,2015-01-13,เขื่อนภูมิพล,"6,089","2,289.00",14.04,7.00,North
85257,2015-01-13,เขื่อนสิริกิติ์,"5,850","3,000.00",9.74,9.01,North
85259,2015-01-13,เขื่อนกิ่วลม,77,73.00,1.2,0.74,North
85261,2015-01-13,เขื่อนกิ่วคอหมา,96,90.00,0.06,0.29,North
85262,2015-01-13,เขื่อนแควน้อย,633,590.00,0.44,3.17,North
85303,2015-01-14,เขื่อนภูมิพล,"6,097","2,297.00",15.64,7.00,North
85304,2015-01-14,เขื่อนสิริกิติ์,"5,845","2,995.00",5.63,9.00,North
85306,2015-01-14,เขื่อนกิ่วลม,77,73.00,0.94,0.74,North
85308,2015-01-14,เขื่อนกิ่วคอหมา,97,91.00,0.66,0.29,North
85309,2015-01-14,เขื่อนแควน้อย,630,587.00,0.29,3.02,North
85350,2015-01-15,เขื่อนภูมิพล,"6,098","2,298.00",9.26,7.00,North
85351,2015-01-15,เขื่อนสิริกิติ์,"5,839","2,989.00",3.61,9.03,North
85353,2015-01-15,เขื่อนกิ่วลม,77,73.00,0.74,0.74,North
85355,2015-01-15,เขื่อนกิ่วคอหมา,97,91.00,0.2,0.36,North
85356,2015-01-15,เขื่อนแควน้อย,628,585.00,0.29,3.02,North
85397,2015-01-16,เขื่อนภูมิพล,"6,095","2,295.00",4.42,7.00,North
85398,2015-01-16,เขื่อนสิริกิติ์,"5,833","2,983.00",3.63,9.05,North
85400,2015-01-16,เขื่อนกิ่วลม,77,73.00,0.74,0.74,North
85402,2015-01-16,เขื่อนกิ่วคอหมา,96,90.00,0.09,0.39,North
85403,2015-01-16,เขื่อนแควน้อย,625,582.00,0.3,3.02,North
85444,2015-01-17,เขื่อนภูมิพล,"6,082","2,282.00",0.0,7.00,North
85445,2015-01-17,เขื่อนสิริกิติ์,"5,829","2,979.00",5.67,9.04,North
85447,2015-01-17,เขื่อนกิ่วลม,78,74.00,1.1,0.74,North
85449,2015-01-17,เขื่อนกิ่วคอหมา,96,90.00,0.15,0.38,North
85450,2015-01-17,เขื่อนแควน้อย,622,579.00,0.0,3.02,North
85491,2015-01-18,เขื่อนภูมิพล,"6,073","2,273.00",0.0,7.00,North
85492,2015-01-18,เขื่อนสิริกิติ์,"5,823","2,973.00",3.62,9.03,North
85494,2015-01-18,เขื่อนกิ่วลม,78,74.00,0.67,0.38,North
85496,2015-01-18,เขื่อนกิ่วคอหมา,96,90.00,0.08,0.38,North
85497,2015-01-18,เขื่อนแควน้อย,619,576.00,0.0,3.02,North
85538,2015-01-19,เขื่อนภูมิพล,"6,065","2,265.00",0.0,7.00,North
85539,2015-01-19,เขื่อนสิริกิติ์,"5,817","2,967.00",3.61,9.02,North
85541,2015-01-19,เขื่อนกิ่วลม,78,74.00,0.59,0.12,North
85543,2015-01-19,เขื่อนกิ่วคอหมา,96,90.00,0.15,0.38,North
85544,2015-01-19,เขื่อนแควน้อย,615,572.00,0.0,3.02,North
85585,2015-01-20,เขื่อนภูมิพล,"6,068","2,268.00",10.86,7.00,North
85586,2015-01-20,เขื่อนสิริกิติ์,"5,811","2,961.00",3.63,9.04,North
85588,2015-01-20,เขื่อนกิ่วลม,79,75.00,0.64,0.43,North
85590,2015-01-20,เขื่อนกิ่วคอหมา,95,89.00,0.0,0.38,North
85591,2015-01-20,เขื่อนแควน้อย,612,569.00,0.12,3.02,North
85632,2015-01-21,เขื่อนภูมิพล,"6,063","2,263.00",2.85,7.00,North
85633,2015-01-21,เขื่อนสิริกิติ์,"5,805","2,955.00",3.63,9.03,North
85635,2015-01-21,เขื่อนกิ่วลม,78,74.00,0.56,1.18,North
85637,2015-01-21,เขื่อนกิ่วคอหมา,95,89.00,0.0,0.38,North
85638,2015-01-21,เขื่อนแควน้อย,609,566.00,0.14,3.02,North
85679,2015-01-22,เขื่อนภูมิพล,"6,060","2,260.00",4.46,7.00,North
85680,2015-01-22,เขื่อนสิริกิติ์,"5,800","2,950.00",5.67,9.03,North
85682,2015-01-22,เขื่อนกิ่วลม,77,73.00,0.53,1.19,North
85684,2015-01-22,เขื่อนกิ่วคอหมา,94,88.00,0.07,0.38,North
85685,2015-01-22,เขื่อนแควน้อย,606,563.00,0.14,3.02,North
85726,2015-01-23,เขื่อนภูมิพล,"6,055","2,255.00",2.83,7.00,North
85727,2015-01-23,เขื่อนสิริกิติ์,"5,796","2,946.00",5.66,9.02,North
85729,2015-01-23,เขื่อนกิ่วลม,77,73.00,0.32,1.19,North
85731,2015-01-23,เขื่อนกิ่วคอหมา,94,88.00,0.07,0.38,North
85732,2015-01-23,เขื่อนแควน้อย,603,560.00,0.14,3.02,North
85773,2015-01-24,เขื่อนภูมิพล,"6,050","2,250.00",2.85,7.00,North
85774,2015-01-24,เขื่อนสิริกิติ์,"5,788","2,938.00",1.58,9.02,North
85776,2015-01-24,เขื่อนกิ่วลม,76,72.00,0.78,1.19,North
85778,2015-01-24,เขื่อนกิ่วคอหมา,94,88.00,0.0,0.38,North
85779,2015-01-24,เขื่อนแควน้อย,601,558.00,0.47,3.02,North
85820,2015-01-25,เขื่อนภูมิพล,"6,044","2,244.00",1.28,7.00,North
85821,2015-01-25,เขื่อนสิริกิติ์,"5,782","2,932.00",3.61,9.00,North
85823,2015-01-25,เขื่อนกิ่วลม,75,71.00,0.53,1.44,North
85825,2015-01-25,เขื่อนกิ่วคอหมา,93,87.00,0.07,0.38,North
85826,2015-01-25,เขื่อนแควน้อย,598,555.00,0.48,3.02,North
85867,2015-01-26,เขื่อนภูมิพล,"6,038","2,238.00",1.32,7.00,North
85868,2015-01-26,เขื่อนสิริกิติ์,"5,776","2,926.00",3.66,9.05,North
85870,2015-01-26,เขื่อนกิ่วลม,74,70.00,0.62,1.70,North
85872,2015-01-26,เขื่อนกิ่วคอหมา,93,87.00,0.05,0.28,North
85873,2015-01-26,เขื่อนแควน้อย,596,553.00,0.47,3.02,North
85914,2015-01-27,เขื่อนภูมิพล,"6,030","2,230.00",0.0,7.00,North
85915,2015-01-27,เขื่อนสิริกิติ์,"5,770","2,920.00",3.66,9.05,North
85917,2015-01-27,เขื่อนกิ่วลม,73,69.00,0.73,1.69,North
85919,2015-01-27,เขื่อนกิ่วคอหมา,93,87.00,0.0,0.28,North
85920,2015-01-27,เขื่อนแควน้อย,593,550.00,0.48,3.02,North
85961,2015-01-28,เขื่อนภูมิพล,"6,025","2,225.00",2.94,7.00,North
85962,2015-01-28,เขื่อนสิริกิติ์,"5,764","2,914.00",3.65,9.04,North
85964,2015-01-28,เขื่อนกิ่วลม,72,68.00,0.55,1.75,North
85966,2015-01-28,เขื่อนกิ่วคอหมา,93,87.00,0.0,0.28,North
85967,2015-01-28,เขื่อนแควน้อย,591,548.00,0.8,3.02,North
86008,2015-01-29,เขื่อนภูมิพล,"6,017","2,217.00",0.0,7.00,North
86009,2015-01-29,เขื่อนสิริกิติ์,"5,758","2,908.00",3.62,9.00,North
86011,2015-01-29,เขื่อนกิ่วลม,71,67.00,0.51,1.82,North
86013,2015-01-29,เขื่อนกิ่วคอหมา,92,86.00,0.0,0.28,North
86014,2015-01-29,เขื่อนแควน้อย,588,545.00,0.81,3.02,North
86055,2015-01-30,เขื่อนภูมิพล,"6,012","2,212.00",2.85,7.00,North
86056,2015-01-30,เขื่อนสิริกิติ์,"5,750","2,900.00",2.66,10.07,North
86058,2015-01-30,เขื่อนกิ่วลม,70,66.00,0.7,1.06,North
86060,2015-01-30,เขื่อนกิ่วคอหมา,92,86.00,0.0,0.35,North
86061,2015-01-30,เขื่อนแควน้อย,585,542.00,0.73,3.94,North
86102,2015-01-31,เขื่อนภูมิพล,"6,007","2,207.00",2.86,7.00,North
86103,2015-01-31,เขื่อนสิริกิติ์,"5,743","2,893.00",4.63,10.01,North
86105,2015-01-31,เขื่อนกิ่วลม,70,66.00,0.0,0.72,North
86107,2015-01-31,เขื่อนกิ่วคอหมา,91,85.00,0.0,0.42,North
86108,2015-01-31,เขื่อนแควน้อย,582,539.00,1.12,4.32,North
86149,2015-02-01,เขื่อนภูมิพล,"5,999","2,199.00",0.0,7.00,North
86150,2015-02-01,เขื่อนสิริกิติ์,"5,735","2,885.00",2.65,10.05,North
86152,2015-02-01,เขื่อนกิ่วลม,70,66.00,0.0,0.72,North
86154,2015-02-01,เขื่อนกิ่วคอหมา,91,85.00,0.0,0.30,North
86155,2015-02-01,เขื่อนแควน้อย,579,536.00,1.54,4.32,North
86196,2015-02-02,เขื่อนภูมิพล,"5,995","2,195.00",3.21,7.00,North
86197,2015-02-02,เขื่อนสิริกิติ์,"5,727","2,877.00",2.88,10.02,North
86199,2015-02-02,เขื่อนกิ่วลม,70,66.00,0.72,0.72,North
86201,2015-02-02,เขื่อนกิ่วคอหมา,91,85.00,0.0,0.39,North
86202,2015-02-02,เขื่อนแควน้อย,577,534.00,1.58,3.73,North
86243,2015-02-03,เขื่อนภูมิพล,"5,988","2,188.00",1.59,7.00,North
