,date,Name,WaterVol,Useable_WaterVol,Input_WaterVol,Output_WaterVol,location
122453,2017-03-10,เขื่อนกิ่วคอหมา,147,140.95,0.0,0.18,North
122454,2017-03-10,เขื่อนแควน้อย,511,468.30,0.61,6.91,North
122496,2017-03-11,เขื่อนภูมิพล,"6,301","2,501.10",0.85,11.00,North
122497,2017-03-11,เขื่อนสิริกิติ์,"5,715","2,865.09",0.61,30.06,North
122499,2017-03-11,เขื่อนกิ่วลม,66,62.82,0.47,1.42,North
122501,2017-03-11,เขื่อนกิ่วคอหมา,147,140.82,0.0,0.05,North
122502,2017-03-11,เขื่อนแควน้อย,506,462.60,1.27,6.91,North
122544,2017-03-12,เขื่อนภูมิพล,"6,290","2,489.63",0.87,11.00,North
122545,2017-03-12,เขื่อนสิริกิติ์,"5,689","2,838.79",1.79,27.12,North
122547,2017-03-12,เขื่อนกิ่วลม,65,61.63,0.65,1.84,North
122549,2017-03-12,เขื่อนกิ่วคอหมา,147,140.82,0.05,0.05,North
122550,2017-03-12,เขื่อนแควน้อย,501,457.50,0.15,5.18,North
122592,2017-03-13,เขื่อนภูมิพล,"6,278","2,478.22",0.95,11.00,North
122593,2017-03-13,เขื่อนสิริกิติ์,"5,663","2,812.56",1.91,27.17,North
122595,2017-03-13,เขื่อนกิ่วลม,64,60.03,0.0,1.59,North
122597,2017-03-13,เขื่อนกิ่วคอหมา,147,140.82,0.05,0.05,North
122598,2017-03-13,เขื่อนแควน้อย,495,452.40,0.14,5.18,North
122640,2017-03-14,เขื่อนภูมิพล,"6,267","2,466.87",0.92,11.00,North
122641,2017-03-14,เขื่อนสิริกิติ์,"5,638","2,788.40",1.93,25.12,North
122643,2017-03-14,เขื่อนกิ่วลม,62,58.78,0.3,1.55,North
122645,2017-03-14,เขื่อนกิ่วคอหมา,147,140.82,0.05,0.05,North
122646,2017-03-14,เขื่อนแควน้อย,490,447.00,0.0,5.18,North
122688,2017-03-15,เขื่อนภูมิพล,"6,254","2,454.17",0.0,11.00,North
122689,2017-03-15,เขื่อนสิริกิติ์,"5,614","2,764.30",1.99,25.13,North
122691,2017-03-15,เขื่อนกิ่วลม,61,57.32,0.1,1.56,North
122693,2017-03-15,เขื่อนกิ่วคอหมา,147,140.68,0.0,0.05,North
122694,2017-03-15,เขื่อนแควน้อย,486,443.12,1.36,5.18,North
122736,2017-03-16,เขื่อนภูมิพล,"6,242","2,441.54",0.0,11.00,North
122737,2017-03-16,เขื่อนสิริกิติ์,"5,590","2,740.25",1.91,24.99,North
122739,2017-03-16,เขื่อนกิ่วลม,60,55.96,0.19,1.55,North
122741,2017-03-16,เขื่อนกิ่วคอหมา,147,140.42,0.0,0.18,North
122742,2017-03-16,เขื่อนแควน้อย,480,437.22,0.0,5.18,North
122784,2017-03-17,เขื่อนภูมิพล,"6,230","2,430.38",1.33,11.00,North
122785,2017-03-17,เขื่อนสิริกิติ์,"5,566","2,716.25",2.0,25.03,North
122787,2017-03-17,เขื่อนกิ่วลม,58,54.46,0.03,1.54,North
122789,2017-03-17,เขื่อนกิ่วคอหมา,146,139.88,0.0,0.18,North
122790,2017-03-17,เขื่อนแควน้อย,475,432.20,0.24,5.18,North
122832,2017-03-18,เขื่อนภูมิพล,"6,218","2,417.90",0.0,11.00,North
122833,2017-03-18,เขื่อนสิริกิติ์,"5,542","2,692.31",2.25,25.23,North
122835,2017-03-18,เขื่อนกิ่วลม,57,52.99,0.21,1.72,North
122837,2017-03-18,เขื่อนกิ่วคอหมา,146,139.48,0.0,0.27,North
122838,2017-03-18,เขื่อนแควน้อย,470,427.19,0.23,5.18,North
122880,2017-03-19,เขื่อนภูมิพล,"6,207","2,406.87",1.38,11.00,North
122881,2017-03-19,เขื่อนสิริกิติ์,"5,518","2,668.43",2.1,25.03,North
122883,2017-03-19,เขื่อนกิ่วลม,55,51.25,0.12,1.86,North
122885,2017-03-19,เขื่อนกิ่วคอหมา,145,138.54,0.0,0.94,North
122886,2017-03-19,เขื่อนแควน้อย,465,421.88,0.0,5.18,North
122928,2017-03-20,เขื่อนภูมิพล,"6,195","2,395.14",0.74,11.00,North
122929,2017-03-20,เขื่อนสิริกิติ์,"5,495","2,644.60",2.54,25.42,North
122931,2017-03-20,เขื่อนกิ่วลม,54,50.41,0.89,1.73,North
122933,2017-03-20,เขื่อนกิ่วคอหมา,143,137.19,0.0,1.17,North
122934,2017-03-20,เขื่อนแควน้อย,459,416.27,0.0,5.18,North
122976,2017-03-21,เขื่อนภูมิพล,"6,179","2,378.96",0.0,11.32,North
122977,2017-03-21,เขื่อนสิริกิติ์,"5,473","2,622.80",1.17,22.01,North
122979,2017-03-21,เขื่อนกิ่วลม,53,49.87,1.15,1.70,North
122981,2017-03-21,เขื่อนกิ่วคอหมา,142,135.71,0.01,1.48,North
122982,2017-03-21,เขื่อนแควน้อย,454,411.20,0.11,5.18,North
123024,2017-03-22,เขื่อนภูมิพล,"6,166","2,366.04",0.0,11.00,North
123025,2017-03-22,เขื่อนสิริกิติ์,"5,451","2,601.05",1.25,22.05,North
123027,2017-03-22,เขื่อนกิ่วลม,53,49.60,1.42,1.69,North
123029,2017-03-22,เขื่อนกิ่วคอหมา,140,134.03,0.11,1.80,North
123030,2017-03-22,เขื่อนแควน้อย,451,407.63,1.67,5.18,North
123072,2017-03-23,เขื่อนภูมิพล,"6,153","2,353.13",0.0,11.00,North
123073,2017-03-23,เขื่อนสิริกิติ์,"5,429","2,579.35",1.23,21.99,North
123075,2017-03-23,เขื่อนกิ่วลม,53,49.75,1.7,1.55,North
123077,2017-03-23,เขื่อนกิ่วคอหมา,139,132.41,0.27,1.89,North
123078,2017-03-23,เขื่อนแควน้อย,446,402.68,0.3,5.18,North
123120,2017-03-24,เขื่อนภูมิพล,"6,140","2,340.23",0.0,12.25,North
123121,2017-03-24,เขื่อนสิริกิติ์,"5,408","2,557.70",1.31,22.02,North
123123,2017-03-24,เขื่อนกิ่วลม,54,50.14,1.92,1.53,North
123125,2017-03-24,เขื่อนกิ่วคอหมา,137,130.68,0.38,2.11,North
123126,2017-03-24,เขื่อนแควน้อย,440,397.18,0.0,5.18,North
123168,2017-03-25,เขื่อนภูมิพล,"6,127","2,327.35",0.0,11.00,North
123169,2017-03-25,เขื่อนสิริกิติ์,"5,386","2,536.09",1.61,22.28,North
123171,2017-03-25,เขื่อนกิ่วลม,55,51.35,2.2,0.99,North
123173,2017-03-25,เขื่อนกิ่วคอหมา,135,129.05,0.29,1.91,North
123174,2017-03-25,เขื่อนแควน้อย,434,391.40,0.0,5.18,North
123216,2017-03-26,เขื่อนภูมิพล,"6,114","2,314.48",0.0,11.00,North
123217,2017-03-26,เขื่อนสิริกิติ์,"5,365","2,514.53",1.52,22.14,North
123219,2017-03-26,เขื่อนกิ่วลม,57,53.04,2.46,0.77,North
123221,2017-03-26,เขื่อนกิ่วคอหมา,134,127.43,0.4,2.03,North
123222,2017-03-26,เขื่อนแควน้อย,429,386.16,0.0,5.18,North
123264,2017-03-27,เขื่อนภูมิพล,"6,100","2,300.02",0.0,11.00,North
123265,2017-03-27,เขื่อนสิริกิติ์,"5,343","2,493.02",1.56,22.13,North
123267,2017-03-27,เขื่อนกิ่วลม,58,54.40,2.06,0.70,North
123269,2017-03-27,เขื่อนกิ่วคอหมา,132,125.90,0.4,1.93,North
123270,2017-03-27,เขื่อนแควน้อย,424,381.12,0.14,5.18,North
123312,2017-03-28,เขื่อนภูมิพล,"6,086","2,285.58",0.0,11.00,North
123313,2017-03-28,เขื่อนสิริกิติ์,"5,325","2,475.45",1.59,18.22,North
123315,2017-03-28,เขื่อนกิ่วลม,59,55.92,1.94,0.42,North
123317,2017-03-28,เขื่อนกิ่วคอหมา,130,124.18,0.25,1.97,North
123318,2017-03-28,เขื่อนแควน้อย,419,375.80,0.0,5.18,North
123360,2017-03-29,เขื่อนภูมิพล,"6,071","2,271.15",0.0,11.00,North
123361,2017-03-29,เขื่อนสิริกิติ์,"5,308","2,457.92",1.47,18.07,North
123363,2017-03-29,เขื่อนกิ่วลม,61,57.58,1.78,0.12,North
123365,2017-03-29,เขื่อนกิ่วคอหมา,128,122.27,0.07,1.98,North
123366,2017-03-29,เขื่อนแควน้อย,414,370.76,0.19,5.18,North
123408,2017-03-30,เขื่อนภูมิพล,"6,058","2,258.35",0.0,11.00,North
123409,2017-03-30,เขื่อนสิริกิติ์,"5,290","2,440.42",1.58,18.15,North
123411,2017-03-30,เขื่อนกิ่วลม,62,58.78,2.07,0.87,North
123413,2017-03-30,เขื่อนกิ่วคอหมา,126,120.15,0.04,2.15,North
123414,2017-03-30,เขื่อนแควน้อย,408,365.16,0.0,5.18,North
123456,2017-03-31,เขื่อนภูมิพล,"6,046","2,245.56",0.0,11.00,North
123457,2017-03-31,เขื่อนสิริกิติ์,"5,273","2,422.95",1.47,18.01,North
123459,2017-03-31,เขื่อนกิ่วลม,63,59.59,1.93,1.12,North
123461,2017-03-31,เขื่อนกิ่วคอหมา,124,118.04,0.0,2.06,North
123462,2017-03-31,เขื่อนแควน้อย,404,360.68,0.7,5.18,North
123504,2017-04-01,เขื่อนภูมิพล,"6,031","2,231.18",0.0,11.00,North
123505,2017-04-01,เขื่อนสิริกิติ์,"5,256","2,405.51",1.51,18.02,North
123507,2017-04-01,เขื่อนกิ่วลม,64,60.39,1.86,1.07,North
123509,2017-04-01,เขื่อนกิ่วคอหมา,123,116.63,0.02,1.53,North
123510,2017-04-01,เขื่อนแควน้อย,399,355.76,0.26,5.18,North
123552,2017-04-02,เขื่อนภูมิพล,"6,018","2,218.42",0.0,11.00,North
123553,2017-04-02,เขื่อนสิริกิติ์,"5,240","2,390.04",3.73,18.12,North
123555,2017-04-02,เขื่อนกิ่วลม,65,61.16,1.84,1.07,North
123557,2017-04-02,เขื่อนกิ่วคอหมา,121,115.02,0.0,1.44,North
123558,2017-04-02,เขื่อนแควน้อย,393,349.82,0.0,5.18,North
123600,2017-04-03,เขื่อนภูมิพล,"6,009","2,208.86",0.78,9.00,North
123601,2017-04-03,เขื่อนสิริกิติ์,"5,232","2,382.31",6.5,13.15,North
123603,2017-04-03,เขื่อนกิ่วลม,65,61.28,1.2,1.07,North
123605,2017-04-03,เขื่อนกิ่วคอหมา,120,113.68,0.03,1.38,North
123606,2017-04-03,เขื่อนแควน้อย,388,345.23,0.0,4.50,North
123648,2017-04-04,เขื่อนภูมิพล,"5,998","2,197.72",0.0,9.00,North
123649,2017-04-04,เขื่อนสิริกิติ์,"5,227","2,376.52",8.57,13.28,North
123651,2017-04-04,เขื่อนกิ่วลม,65,61.75,1.37,0.91,North
123653,2017-04-04,เขื่อนกิ่วคอหมา,118,112.28,0.0,1.37,North
123654,2017-04-04,เขื่อนแควน้อย,386,342.53,1.67,4.32,North
123696,2017-04-05,เขื่อนภูมิพล,"5,988","2,188.17",0.67,9.00,North
123697,2017-04-05,เขื่อนสิริกิติ์,"5,219","2,368.80",6.39,13.02,North
123699,2017-04-05,เขื่อนกิ่วลม,66,62.46,1.86,1.15,North
123701,2017-04-05,เขื่อนกิ่วคอหมา,116,109.84,0.07,1.65,North
123702,2017-04-05,เขื่อนแควน้อย,381,337.94,0.0,4.32,North
123744,2017-04-06,เขื่อนภูมิพล,"5,980","2,180.23",1.26,8.00,North
123745,2017-04-06,เขื่อนสิริกิติ์,"5,211","2,361.09",6.38,13.01,North
123747,2017-04-06,เขื่อนกิ่วลม,66,62.72,2.1,1.85,North
123749,2017-04-06,เขื่อนกิ่วคอหมา,115,109.13,0.08,1.66,North
123750,2017-04-06,เขื่อนแควน้อย,378,334.70,0.0,3.02,North
123792,2017-04-07,เขื่อนภูมิพล,"5,971","2,170.70",0.0,8.00,North
123793,2017-04-07,เขื่อนสิริกิติ์,"5,203","2,353.39",6.48,13.11,North
123795,2017-04-07,เขื่อนกิ่วลม,66,62.94,1.96,1.73,North
123797,2017-04-07,เขื่อนกิ่วคอหมา,114,107.45,0.01,1.68,North
123798,2017-04-07,เขื่อนแควน้อย,375,331.52,0.0,3.02,North
123840,2017-04-08,เขื่อนภูมิพล,"5,961","2,161.18",0.0,8.00,North
123841,2017-04-08,เขื่อนสิริกิติ์,"5,192","2,341.85",2.54,13.01,North
123843,2017-04-08,เขื่อนกิ่วลม,67,63.19,1.73,1.48,North
123845,2017-04-08,เขื่อนกิ่วคอหมา,112,105.78,0.01,1.68,North
123846,2017-04-08,เขื่อนแควน้อย,371,328.40,0.0,3.02,North
123888,2017-04-09,เขื่อนภูมิพล,"5,952","2,151.67",0.0,8.00,North
123889,2017-04-09,เขื่อนสิริกิติ์,"5,182","2,332.24",4.47,13.00,North
123891,2017-04-09,เขื่อนกิ่วลม,67,63.66,2.09,1.63,North
123893,2017-04-09,เขื่อนกิ่วคอหมา,110,104.16,0.05,1.68,North
123894,2017-04-09,เขื่อนแควน้อย,368,325.28,0.0,3.02,North
123936,2017-04-10,เขื่อนภูมิพล,"5,941","2,140.58",0.0,8.00,North
123937,2017-04-10,เขื่อนสิริกิติ์,"5,183","2,332.65",4.49,13.01,North
123939,2017-04-10,เขื่อนกิ่วลม,67,63.90,1.87,1.63,North
123941,2017-04-10,เขื่อนกิ่วคอหมา,109,102.48,0.0,1.67,North
123942,2017-04-10,เขื่อนแควน้อย,365,322.40,0.21,3.02,North
123984,2017-04-11,เขื่อนภูมิพล,"5,930","2,129.51",0.0,9.00,North
123985,2017-04-11,เขื่อนสิริกิติ์,"5,161","2,311.14",4.63,15.07,North
123987,2017-04-11,เขื่อนกิ่วลม,67,63.78,1.8,1.92,North
123989,2017-04-11,เขื่อนกิ่วคอหมา,107,100.80,0.0,1.66,North
123990,2017-04-11,เขื่อนแควน้อย,363,319.76,0.45,3.02,North
124032,2017-04-12,เขื่อนภูมิพล,"5,918","2,118.44",0.0,9.00,North
124033,2017-04-12,เขื่อนสิริกิติ์,"5,150","2,299.65",4.62,15.04,North
124035,2017-04-12,เขื่อนกิ่วลม,67,63.66,1.98,2.10,North
124037,2017-04-12,เขื่อนกิ่วคอหมา,105,99.13,0.0,1.68,North
124038,2017-04-12,เขื่อนแควน้อย,360,317.12,0.45,3.02,North
124080,2017-04-13,เขื่อนภูมิพล,"5,907","2,107.39",0.0,9.00,North
124081,2017-04-13,เขื่อนสิริกิติ์,"5,136","2,286.27",3.12,15.44,North
124083,2017-04-13,เขื่อนกิ่วลม,67,63.54,1.82,1.94,North
124085,2017-04-13,เขื่อนกิ่วคอหมา,104,97.36,0.0,1.68,North
